State,District,Village,Rainfall_Level,Humidity_Level,Flood_Risk,Air_Temperature_C,Water_pH,Turbidity,Dissolved_Oxygen,BOD,COD,Nitrate,Fecal_Coliform,Arsenic,Lead,Sanitation_Coverage(%),Sewage_Treatment_Quality,Wind_Speed_kmh,Solar_Radiation_Wm2,Land_Use_Type,Waste_Management_Quality,Population_Density_per_km2,Total_Dissolved_Solids,Chloride,Sulphate,Ammonia,Heavy_Metals_Index,Water_Temperature_C,Overall_Risk_Level
Mizoram,Mamit,Mamit_Village_17,High,Low,High Risk,11.3,8.14,1.34,4.05,4.91,8.74,16.45,347,0.011,0.007,7,Poor,12.4,549.6,Agricultural,Moderate,3439,1064.93,114.96,13.37,0.92,4.52,8.6,High Risk
Mizoram,Mamit,Mamit_Village_18,High,Very Low,High,21.2,7.24,9.19,3.78,0.29,19.12,29.18,436,0.034,0.032,71,Good,5.6,415.0,Industrial,Poor,2906,1069.1,36.53,361.83,2.37,4.14,14.2,High Risk
Mizoram,Mamit,Mamit_Village_19,Low,High Risk,Very Low,34.0,8.21,7.01,3.6,0.36,14.83,23.74,445,0.011,0.022,95,Poor,4.5,454.0,Agricultural,Poor,947,747.24,88.59,132.72,1.35,2.8,18.9,High
Mizoram,Mamit,Mamit_Village_20,High,High,Moderate,24.9,6.68,6.56,7.66,2.89,7.99,47.81,328,0.052,0.003,21,Good,11.0,812.2,Urban,Moderate,1575,187.73,16.15,335.0,0.72,2.65,30.3,High
Mizoram,Saiha,Saiha_Village_1,High Risk,High,Very Low,32.1,6.51,7.8,6.0,3.98,18.16,26.22,63,0.044,0.043,81,Poor,19.4,842.6,Rural,Poor,1774,1255.39,60.12,143.82,2.06,0.38,28.1,High Risk
Mizoram,Saiha,Saiha_Village_2,Very Low,High Risk,High,19.3,7.64,6.52,4.42,5.53,2.98,4.2,91,0.009,0.023,23,Poor,30.7,422.4,Urban,Poor,4282,237.54,41.35,170.12,1.54,4.12,31.6,High Risk
Mizoram,Saiha,Saiha_Village_3,Low,High,High,19.5,6.21,2.93,6.85,0.17,9.1,19.6,172,0.048,0.019,28,Good,18.9,93.2,Rural,Poor,2958,1195.44,113.03,256.06,2.56,1.58,27.9,High Risk
Mizoram,Saiha,Saiha_Village_4,Moderate,Low,Low,17.2,8.33,3.24,9.77,0.06,8.8,16.33,59,0.064,0.019,97,Moderate,1.5,771.4,Agricultural,Moderate,1032,104.63,15.75,126.44,1.42,0.57,7.0,Low
Mizoram,Saiha,Saiha_Village_5,Moderate,Very Low,Very Low,17.0,8.38,3.08,5.53,1.77,19.55,33.54,221,0.07,0.006,23,Moderate,36.2,495.6,Urban,Moderate,902,489.97,50.74,304.13,2.09,2.74,10.4,Moderate
Mizoram,Saiha,Saiha_Village_6,High Risk,High,High,32.9,7.14,1.62,4.77,5.29,16.46,3.71,339,0.079,0.014,11,Good,27.9,901.6,Industrial,Moderate,3457,726.18,216.55,167.8,1.94,2.76,34.9,High Risk
Mizoram,Saiha,Saiha_Village_7,Moderate,Very Low,Low,10.9,8.37,2.03,4.12,4.08,14.78,14.27,110,0.008,0.004,22,Poor,7.1,941.6,Agricultural,Good,2413,50.29,226.59,65.57,1.44,2.11,14.6,Moderate
Mizoram,Saiha,Saiha_Village_8,High Risk,High Risk,High Risk,26.6,6.74,7.21,8.26,0.53,19.46,49.32,8,0.003,0.028,67,Good,35.7,653.4,Agricultural,Moderate,3809,609.62,115.39,386.13,2.67,3.52,11.5,High Risk
Mizoram,Saiha,Saiha_Village_9,High,Low,Very Low,19.5,7.28,6.38,2.73,5.29,9.01,2.96,195,0.015,0.004,57,Moderate,8.1,378.8,Agricultural,Moderate,2893,807.64,147.29,394.92,2.56,0.63,23.3,High Risk
Mizoram,Saiha,Saiha_Village_10,Low,Very Low,High Risk,28.0,8.35,6.73,9.78,4.5,13.47,37.86,61,0.071,0.037,70,Poor,15.9,147.2,Agricultural,Good,4608,660.84,182.14,33.42,0.73,3.51,27.8,High Risk
Mizoram,Saiha,Saiha_Village_11,Low,High,Moderate,24.1,7.44,6.61,9.29,0.4,15.93,24.77,437,0.061,0.016,18,Poor,32.7,121.7,Rural,Poor,2282,1208.33,116.07,384.32,0.75,3.33,14.2,High Risk
Mizoram,Saiha,Saiha_Village_12,Low,Low,Low,26.4,8.2,6.58,2.15,1.16,15.68,26.6,114,0.083,0.021,73,Poor,17.4,221.3,Agricultural,Poor,1977,1411.29,37.69,279.15,2.17,0.31,20.4,High Risk
Mizoram,Saiha,Saiha_Village_13,High Risk,Very Low,Moderate,17.6,6.62,8.04,6.94,4.02,11.79,36.89,114,0.098,0.015,40,Good,11.8,978.0,Urban,Moderate,876,784.42,133.65,369.2,1.81,3.45,18.4,High Risk
Mizoram,Saiha,Saiha_Village_14,Low,Moderate,Moderate,14.9,6.99,1.5,9.8,1.24,0.25,16.57,157,0.049,0.023,67,Poor,1.3,711.9,Agricultural,Poor,147,702.02,177.14,166.62,2.39,2.21,31.4,High
Mizoram,Saiha,Saiha_Village_15,Moderate,High,High,14.9,7.26,0.21,5.83,5.36,10.86,36.9,368,0.052,0.008,13,Poor,8.2,882.1,Agricultural,Moderate,1475,768.22,64.42,288.07,0.21,1.64,32.3,High Risk
Mizoram,Saiha,Saiha_Village_16,Low,High Risk,Low,25.4,7.54,7.13,9.9,0.86,3.57,0.42,286,0.066,0.022,95,Good,19.0,863.6,Rural,Good,1757,865.64,178.06,135.32,2.62,4.84,32.1,High Risk
Mizoram,Saiha,Saiha_Village_17,Moderate,High Risk,High Risk,20.1,6.25,0.3,6.31,2.42,5.71,17.33,262,0.039,0.015,9,Poor,27.3,840.3,Industrial,Good,4277,316.63,219.24,161.04,1.08,0.33,24.6,Moderate
Mizoram,Saiha,Saiha_Village_18,Very Low,Low,Low,32.3,7.34,9.13,6.38,4.56,10.15,21.22,467,0.025,0.012,25,Good,19.0,66.0,Rural,Poor,620,750.86,231.74,131.28,2.29,3.46,28.3,High Risk
Mizoram,Saiha,Saiha_Village_19,High,High Risk,Moderate,11.0,6.34,0.43,2.81,0.18,14.5,14.65,167,0.046,0.001,2,Poor,1.7,553.2,Rural,Poor,1103,1167.57,34.48,249.83,1.57,3.7,21.8,High Risk
Mizoram,Saiha,Saiha_Village_20,Moderate,High Risk,Moderate,20.4,7.82,1.97,2.45,5.95,14.42,28.93,441,0.051,0.003,44,Moderate,1.7,227.2,Rural,Good,1918,647.58,229.07,120.6,1.98,1.81,24.7,High Risk
Mizoram,Saitual,Saitual_Village_1,Very Low,Moderate,Low,18.8,6.71,7.12,8.48,5.78,5.13,36.0,488,0.094,0.005,49,Good,0.9,370.9,Industrial,Poor,2163,68.05,157.16,6.58,0.36,4.16,32.2,High Risk
Mizoram,Saitual,Saitual_Village_2,Very Low,Low,Moderate,18.5,7.97,9.14,9.69,2.48,9.62,12.34,312,0.068,0.015,96,Poor,21.5,797.0,Industrial,Poor,3042,363.77,158.91,77.36,0.08,1.47,21.3,Moderate
Mizoram,Saitual,Saitual_Village_3,High Risk,Moderate,High Risk,33.6,6.8,1.16,9.12,1.93,14.68,46.34,222,0.067,0.042,43,Good,18.7,295.2,Agricultural,Poor,804,95.37,7.58,132.29,0.67,2.36,12.7,High
Mizoram,Saitual,Saitual_Village_4,Moderate,High,Very Low,29.7,7.88,6.71,3.75,0.8,6.44,47.99,413,0.01,0.023,36,Moderate,7.5,210.7,Urban,Moderate,1114,1204.17,149.05,173.31,2.93,1.12,7.0,High Risk
Mizoram,Saitual,Saitual_Village_5,High Risk,High,Very Low,19.1,6.98,2.36,4.38,0.5,16.21,47.09,203,0.048,0.048,39,Poor,1.9,421.5,Agricultural,Good,202,1054.0,160.95,272.31,2.97,4.2,19.6,High Risk
Mizoram,Saitual,Saitual_Village_6,High,Very Low,High Risk,23.8,6.67,7.48,8.14,3.81,3.69,7.91,7,0.082,0.03,71,Good,7.8,423.2,Rural,Good,1841,308.57,9.23,351.84,1.67,3.28,33.3,High Risk
Mizoram,Saitual,Saitual_Village_7,Moderate,High,Low,28.1,6.58,3.3,4.99,3.71,18.1,17.65,194,0.074,0.017,48,Poor,32.4,274.9,Urban,Poor,308,1033.48,35.08,270.79,1.82,1.6,26.6,High Risk
Mizoram,Saitual,Saitual_Village_8,Very Low,Low,Moderate,30.8,7.33,5.47,9.29,0.99,6.96,25.65,36,0.002,0.004,45,Moderate,6.5,663.2,Urban,Poor,3933,1449.45,51.75,80.5,0.94,3.49,25.4,High
Mizoram,Saitual,Saitual_Village_9,High,High,Very Low,21.8,7.98,0.88,5.15,0.96,10.4,48.48,293,0.063,0.031,85,Moderate,9.3,402.8,Industrial,Poor,645,446.69,104.82,137.29,1.77,0.23,27.4,High
Mizoram,Saitual,Saitual_Village_10,Very Low,High Risk,High,12.9,6.0,0.61,5.18,5.92,1.81,29.77,153,0.074,0.049,44,Good,37.1,945.1,Industrial,Poor,4629,812.45,53.0,327.28,1.39,0.68,7.5,High Risk
Mizoram,Saitual,Saitual_Village_11,High,Very Low,Low,29.9,6.66,1.96,2.64,4.04,8.49,38.02,422,0.077,0.032,25,Good,7.4,401.0,Industrial,Good,2222,670.76,50.74,123.65,0.99,1.26,22.9,High Risk
Mizoram,Saitual,Saitual_Village_12,High,High Risk,Moderate,17.7,6.8,8.95,6.66,4.41,10.59,31.35,183,0.061,0.026,49,Moderate,9.8,383.5,Industrial,Poor,1600,1115.01,239.93,257.05,1.38,1.7,16.5,High Risk
Mizoram,Saitual,Saitual_Village_13,High Risk,High Risk,Low,20.0,6.43,5.11,3.74,2.3,8.28,9.5,238,0.023,0.011,22,Good,0.3,315.9,Rural,Moderate,488,1320.15,210.03,41.81,2.47,4.83,17.6,High Risk
Mizoram,Saitual,Saitual_Village_14,High,Very Low,High,25.1,7.6,7.34,7.08,1.71,17.84,8.1,41,0.001,0.011,31,Poor,10.9,704.2,Industrial,Good,1329,1252.22,87.91,317.79,0.63,4.88,32.2,High Risk
Mizoram,Saitual,Saitual_Village_15,Moderate,Very Low,High,16.0,6.99,6.1,5.12,3.84,15.47,36.68,500,0.026,0.041,75,Moderate,3.6,499.3,Industrial,Good,1761,72.15,59.3,199.79,0.48,2.98,15.7,High Risk
Mizoram,Saitual,Saitual_Village_16,High Risk,Moderate,Moderate,23.8,7.28,2.84,3.59,4.41,4.75,15.26,238,0.062,0.039,42,Moderate,39.9,523.1,Agricultural,Poor,3302,799.68,128.15,236.49,0.97,3.73,15.1,High Risk
Mizoram,Saitual,Saitual_Village_17,Very Low,Low,Low,11.5,6.78,6.3,6.19,3.99,12.23,11.79,232,0.022,0.033,30,Poor,34.6,450.2,Rural,Moderate,4405,332.7,122.28,363.3,0.55,2.71,32.7,High
Mizoram,Saitual,Saitual_Village_18,Low,Low,Very Low,26.1,6.71,9.38,6.86,3.38,17.8,45.3,2,0.04,0.004,15,Poor,3.9,127.2,Rural,Poor,3449,806.56,228.19,249.08,2.24,0.05,33.9,High Risk
Mizoram,Saitual,Saitual_Village_19,High Risk,Moderate,Low,21.9,7.56,3.5,7.55,5.21,5.88,13.3,404,0.066,0.008,89,Good,39.5,267.9,Rural,Good,200,642.1,97.24,31.62,0.04,4.51,11.6,High Risk
Mizoram,Saitual,Saitual_Village_20,Very Low,Moderate,High,24.1,8.08,4.69,2.92,5.6,15.28,29.09,354,0.051,0.005,28,Poor,12.5,503.4,Rural,Moderate,3811,990.71,73.32,30.88,0.63,4.78,7.6,High Risk
Mizoram,Serchhip,Serchhip_Village_1,Low,Low,High,32.7,7.38,8.52,5.01,5.97,0.04,42.36,323,0.02,0.022,33,Poor,14.8,50.6,Industrial,Poor,722,246.19,191.05,67.79,0.27,2.5,32.5,High Risk
Mizoram,Serchhip,Serchhip_Village_2,High,Moderate,Very Low,13.3,6.81,5.56,6.11,1.15,1.65,9.83,238,0.039,0.005,4,Moderate,37.0,785.2,Urban,Poor,4567,1262.03,210.6,108.14,0.67,3.95,25.3,High Risk
Mizoram,Serchhip,Serchhip_Village_3,Moderate,Low,Low,25.4,8.42,9.62,6.8,2.76,14.17,7.37,280,0.078,0.046,82,Poor,12.5,681.8,Industrial,Good,2396,911.98,181.83,152.63,2.49,0.8,8.3,High Risk
Mizoram,Serchhip,Serchhip_Village_4,Very Low,Moderate,Very Low,20.2,6.44,8.06,2.63,1.65,2.27,14.23,42,0.049,0.021,11,Poor,18.8,478.5,Rural,Good,4820,868.86,123.79,277.17,2.02,2.8,11.2,High
Mizoram,Serchhip,Serchhip_Village_5,Moderate,Moderate,High,34.5,6.21,3.06,9.32,4.73,1.28,30.65,425,0.077,0.008,71,Moderate,36.9,100.9,Rural,Moderate,2152,1258.49,196.17,229.37,1.15,3.72,7.8,High Risk
Mizoram,Serchhip,Serchhip_Village_6,Very Low,Very Low,High,29.1,7.66,8.54,9.12,3.76,8.67,7.82,172,0.06,0.027,3,Poor,0.2,308.2,Urban,Poor,2409,581.18,245.61,256.39,1.55,3.06,9.5,High Risk
Mizoram,Serchhip,Serchhip_Village_7,Moderate,High,Low,29.2,8.23,9.15,7.9,0.75,15.96,45.9,420,0.041,0.022,89,Poor,1.5,620.9,Industrial,Good,930,208.12,181.74,81.7,0.0,4.58,15.9,High
Mizoram,Serchhip,Serchhip_Village_8,Very Low,Very Low,Very Low,11.6,8.08,7.38,2.76,2.18,19.92,25.7,137,0.07,0.001,57,Good,23.0,524.7,Agricultural,Moderate,2653,485.26,36.14,226.14,0.08,2.85,20.3,Moderate
Mizoram,Serchhip,Serchhip_Village_9,Very Low,High Risk,Low,17.5,7.7,5.81,9.86,0.34,10.43,18.59,155,0.004,0.013,84,Moderate,36.7,469.1,Urban,Good,3649,380.62,35.37,25.81,1.86,3.5,13.4,High Risk
Mizoram,Serchhip,Serchhip_Village_10,Low,Very Low,Moderate,26.2,7.84,4.65,7.1,2.36,4.29,25.45,416,0.048,0.023,73,Poor,22.7,159.6,Urban,Poor,4979,1327.46,175.17,160.05,1.66,4.06,10.8,High Risk
Mizoram,Serchhip,Serchhip_Village_11,High,High Risk,Low,21.9,6.34,3.58,4.16,3.48,3.39,2.33,253,0.1,0.011,60,Moderate,25.2,879.6,Agricultural,Poor,3987,1061.3,136.57,95.79,2.93,3.55,28.0,High Risk
Mizoram,Serchhip,Serchhip_Village_12,Very Low,Very Low,High,26.1,7.36,4.5,9.88,0.62,15.5,22.97,317,0.099,0.029,19,Good,9.7,730.4,Agricultural,Moderate,1391,393.38,184.24,72.3,0.67,4.26,8.0,High
Mizoram,Serchhip,Serchhip_Village_13,High Risk,Low,Moderate,22.5,7.34,3.11,4.23,0.33,9.12,49.1,364,0.073,0.002,36,Moderate,19.5,525.4,Industrial,Poor,4929,722.1,32.8,22.76,0.05,4.53,27.0,High Risk
Mizoram,Serchhip,Serchhip_Village_14,Very Low,Moderate,High Risk,19.2,6.81,8.78,4.39,1.48,3.72,0.0,93,0.064,0.033,53,Moderate,0.7,736.7,Urban,Good,1257,803.24,215.57,136.08,1.29,2.73,20.5,High
Mizoram,Serchhip,Serchhip_Village_15,Very Low,High Risk,High,20.8,6.25,9.84,6.75,4.45,7.98,12.86,456,0.005,0.018,38,Good,23.5,650.5,Industrial,Poor,3656,1015.44,31.48,181.47,2.26,3.32,33.2,High Risk
Mizoram,Serchhip,Serchhip_Village_16,Low,Moderate,High,20.1,7.78,4.76,7.9,1.77,12.1,29.59,487,0.077,0.034,32,Good,29.2,404.2,Urban,Good,1688,1046.78,113.18,310.55,0.4,3.15,6.8,High Risk
Mizoram,Serchhip,Serchhip_Village_17,High Risk,Very Low,High,16.7,6.19,7.73,9.08,2.32,18.29,28.35,417,0.058,0.029,89,Poor,17.0,119.1,Rural,Good,126,1349.51,110.24,139.42,2.0,4.72,33.0,High Risk
Mizoram,Serchhip,Serchhip_Village_18,Moderate,High,Low,19.5,7.17,3.04,4.07,4.35,15.04,4.51,372,0.097,0.024,98,Moderate,10.2,352.3,Urban,Poor,4864,901.87,196.62,251.63,2.09,0.79,5.1,High Risk
Mizoram,Serchhip,Serchhip_Village_19,Very Low,Low,High,29.7,6.16,1.92,5.96,4.48,11.9,10.61,386,0.046,0.031,76,Poor,14.1,491.2,Rural,Good,218,417.4,74.15,205.56,0.68,4.44,29.3,High Risk
Mizoram,Serchhip,Serchhip_Village_20,Moderate,High,Moderate,18.5,8.47,0.32,8.7,3.8,13.92,10.76,153,0.087,0.025,63,Good,9.3,474.4,Rural,Moderate,592,832.05,185.02,115.42,1.19,3.23,18.7,High Risk
Nagaland,Chümoukedima,Chümoukedima_Village_1,High Risk,Very Low,Moderate,24.6,6.25,2.52,7.01,0.25,4.04,15.83,453,0.065,0.011,8,Poor,38.3,816.4,Agricultural,Moderate,248,447.5,104.22,279.73,1.45,3.4,18.6,High
Nagaland,Chümoukedima,Chümoukedima_Village_2,Very Low,Low,High,26.8,7.97,9.55,4.88,2.8,1.82,42.82,375,0.097,0.011,69,Good,33.4,481.6,Rural,Good,2652,292.79,59.71,42.06,0.71,0.54,22.0,High
Nagaland,Chümoukedima,Chümoukedima_Village_3,Moderate,High Risk,Very Low,19.3,7.71,1.86,6.2,1.18,18.11,3.78,114,0.025,0.017,44,Poor,26.5,607.9,Urban,Poor,4416,754.37,22.76,208.92,0.23,3.92,10.7,High
Nagaland,Chümoukedima,Chümoukedima_Village_4,High Risk,High Risk,Moderate,30.8,7.53,7.31,9.78,4.1,13.73,42.35,377,0.051,0.033,44,Moderate,11.5,387.2,Urban,Good,1500,629.39,185.11,303.36,1.5,2.94,23.9,High Risk
Nagaland,Chümoukedima,Chümoukedima_Village_5,High Risk,High Risk,High,23.3,7.84,5.17,4.32,4.59,16.61,16.95,239,0.004,0.037,19,Moderate,35.4,534.7,Urban,Poor,1899,1483.6,183.32,158.84,0.89,1.57,32.4,High Risk
Nagaland,Chümoukedima,Chümoukedima_Village_6,Low,Moderate,Moderate,12.3,6.74,6.89,6.21,3.45,1.27,8.23,304,0.016,0.046,59,Poor,2.3,547.7,Agricultural,Good,2630,338.36,134.36,349.42,1.4,2.68,32.6,High
Nagaland,Chümoukedima,Chümoukedima_Village_7,High Risk,High,Very Low,18.2,7.68,2.16,6.93,4.64,5.85,5.26,105,0.088,0.025,94,Good,14.5,991.3,Agricultural,Moderate,738,661.15,83.7,256.76,1.23,0.88,13.7,High Risk
Nagaland,Chümoukedima,Chümoukedima_Village_8,Very Low,High Risk,High,20.7,7.49,3.87,3.18,5.15,9.1,25.89,117,0.055,0.026,16,Poor,0.5,458.5,Agricultural,Good,1169,1182.88,240.43,290.27,0.81,4.38,27.0,High Risk
Nagaland,Chümoukedima,Chümoukedima_Village_9,High,Low,Very Low,34.7,6.77,6.96,4.6,0.52,0.24,41.05,182,0.025,0.048,87,Moderate,31.9,994.2,Rural,Poor,4391,120.03,212.58,339.92,2.68,1.29,26.5,High Risk
Nagaland,Chümoukedima,Chümoukedima_Village_10,Low,Very Low,Very Low,26.3,6.02,0.21,8.32,3.02,18.63,5.57,27,0.044,0.034,41,Good,24.0,975.0,Industrial,Good,483,1106.17,65.33,316.35,2.07,1.3,24.8,High
Nagaland,Chümoukedima,Chümoukedima_Village_11,High,High Risk,High,33.5,6.58,7.43,7.19,2.16,2.14,18.97,428,0.054,0.044,98,Poor,5.4,146.2,Agricultural,Good,1010,1238.0,123.16,280.96,2.8,0.12,33.4,High Risk
Nagaland,Chümoukedima,Chümoukedima_Village_12,High,High,Very Low,32.4,6.85,2.72,8.13,3.41,12.3,44.19,173,0.08,0.028,76,Poor,22.4,372.3,Rural,Good,2115,320.08,160.41,115.6,0.61,2.77,23.0,High
Nagaland,Chümoukedima,Chümoukedima_Village_13,High,Moderate,High,10.1,8.41,4.73,8.75,0.67,7.86,39.12,349,0.079,0.004,5,Moderate,12.0,696.3,Urban,Poor,2307,1208.59,12.98,69.43,1.02,0.36,24.9,High Risk
Nagaland,Chümoukedima,Chümoukedima_Village_14,High Risk,Very Low,Very Low,16.9,7.67,7.75,9.71,3.39,0.51,43.98,19,0.066,0.031,11,Moderate,17.7,391.5,Industrial,Poor,927,975.16,113.98,282.56,1.4,0.08,23.7,High Risk
Nagaland,Chümoukedima,Chümoukedima_Village_15,High Risk,Low,High,20.2,6.06,7.51,9.87,3.21,14.37,13.34,480,0.045,0.009,18,Good,19.8,585.0,Industrial,Good,3041,850.84,97.71,217.76,1.57,3.17,14.4,High Risk
Nagaland,Chümoukedima,Chümoukedima_Village_16,Low,Moderate,High Risk,17.1,6.28,5.39,2.92,5.95,0.43,18.36,101,0.084,0.046,74,Poor,0.1,794.7,Agricultural,Moderate,3458,944.02,6.47,110.0,1.67,0.82,10.2,High Risk
Nagaland,Chümoukedima,Chümoukedima_Village_17,High Risk,Moderate,Low,20.7,7.44,0.95,8.97,0.99,16.99,27.31,42,0.052,0.006,47,Moderate,15.2,340.6,Urban,Moderate,1195,70.17,235.83,359.46,0.13,4.33,32.1,Moderate
Nagaland,Chümoukedima,Chümoukedima_Village_18,Moderate,Low,Very Low,12.1,7.78,1.93,2.05,5.76,15.83,44.82,294,0.007,0.022,25,Good,4.5,100.4,Agricultural,Poor,3584,177.89,188.74,298.53,0.96,1.43,28.3,Moderate
Nagaland,Chümoukedima,Chümoukedima_Village_19,High Risk,Very Low,Moderate,17.8,6.87,4.56,4.57,1.24,10.97,29.0,48,0.09,0.023,96,Poor,10.1,460.6,Urban,Good,3384,1007.72,191.74,342.79,1.63,3.87,7.8,High Risk
Nagaland,Chümoukedima,Chümoukedima_Village_20,High,High,Low,29.2,7.19,3.71,4.43,4.3,8.55,2.52,463,0.046,0.006,4,Good,24.2,394.8,Rural,Good,3572,1077.29,230.19,254.83,2.48,4.32,16.2,High Risk
Nagaland,Dimapur,Dimapur_Village_1,High,High,Moderate,10.9,7.87,0.11,9.98,3.71,14.18,10.7,223,0.057,0.004,39,Poor,27.2,718.8,Agricultural,Moderate,2753,210.37,102.48,274.09,0.12,3.16,21.0,High Risk
Nagaland,Dimapur,Dimapur_Village_2,High Risk,High,High,10.4,6.69,2.54,3.23,5.29,5.93,34.18,74,0.076,0.039,54,Moderate,38.1,520.4,Rural,Poor,4903,499.97,16.93,289.26,2.02,0.11,15.7,High Risk
Nagaland,Dimapur,Dimapur_Village_3,High,Very Low,Low,22.3,6.87,0.44,3.9,0.7,19.08,37.35,348,0.072,0.012,10,Poor,17.4,429.4,Rural,Moderate,3627,501.32,204.02,384.23,1.07,2.12,21.8,High
Nagaland,Dimapur,Dimapur_Village_4,Low,Very Low,Low,34.6,8.08,7.54,6.67,2.78,0.4,33.98,153,0.054,0.027,16,Poor,4.4,106.2,Industrial,Good,804,549.31,17.63,69.19,1.97,3.87,14.1,High Risk
Nagaland,Dimapur,Dimapur_Village_5,High Risk,Low,High Risk,31.2,7.06,8.47,6.43,1.85,4.16,49.87,467,0.009,0.005,15,Poor,28.9,85.8,Rural,Good,4374,1403.37,49.48,273.14,1.99,3.28,11.1,High Risk
Nagaland,Dimapur,Dimapur_Village_6,High,Low,Moderate,34.9,7.64,0.02,8.24,5.03,11.58,44.5,15,0.073,0.02,61,Good,4.3,134.1,Urban,Moderate,262,393.36,221.26,77.24,0.66,2.74,30.5,Moderate
Nagaland,Dimapur,Dimapur_Village_7,Moderate,High Risk,Very Low,23.9,7.38,4.16,6.25,4.13,14.08,43.62,291,0.096,0.03,28,Good,34.5,289.4,Agricultural,Poor,4055,496.91,227.08,143.07,1.48,1.34,28.1,Moderate
Nagaland,Dimapur,Dimapur_Village_8,High Risk,Low,High Risk,10.5,6.99,7.72,5.52,1.24,10.85,14.03,2,0.017,0.029,45,Good,20.5,925.8,Industrial,Good,2489,92.44,231.39,19.59,1.59,1.32,8.0,High Risk
Nagaland,Dimapur,Dimapur_Village_9,Very Low,Very Low,Moderate,31.4,6.03,1.28,3.04,4.46,11.62,10.08,173,0.02,0.049,50,Moderate,10.3,695.0,Urban,Good,3210,437.52,217.52,186.18,0.8,1.24,27.6,Moderate
Nagaland,Dimapur,Dimapur_Village_10,Low,Moderate,High Risk,23.5,6.04,0.9,5.14,0.14,0.27,2.89,498,0.05,0.045,14,Good,24.9,633.5,Urban,Moderate,1160,635.04,69.9,352.88,1.36,3.86,28.7,High Risk
Nagaland,Dimapur,Dimapur_Village_11,Very Low,Low,High Risk,22.0,7.33,5.29,3.56,5.22,8.18,36.73,173,0.058,0.032,12,Good,29.8,798.0,Urban,Poor,966,1164.34,135.47,220.03,2.88,4.37,22.2,High Risk
Nagaland,Dimapur,Dimapur_Village_12,Moderate,High Risk,Moderate,28.7,6.99,7.55,2.51,2.09,13.69,49.63,470,0.039,0.009,13,Moderate,22.5,162.8,Industrial,Good,3026,1343.66,146.59,347.14,1.88,3.69,9.7,High Risk
Nagaland,Dimapur,Dimapur_Village_13,High Risk,Very Low,Low,21.5,6.63,6.59,2.42,2.45,11.87,4.48,396,0.022,0.025,96,Good,34.1,119.9,Agricultural,Good,2024,1064.59,9.28,87.98,1.17,0.05,10.0,High Risk
Nagaland,Dimapur,Dimapur_Village_14,Moderate,Very Low,Low,18.9,8.15,2.23,8.32,5.66,0.11,36.96,472,0.042,0.02,6,Good,38.5,914.7,Urban,Good,2163,1313.01,97.11,250.5,1.9,0.35,32.6,High Risk
Nagaland,Dimapur,Dimapur_Village_15,Moderate,High,High,32.1,7.88,2.76,9.02,2.13,18.04,48.24,299,0.097,0.043,81,Moderate,36.7,286.0,Rural,Moderate,3898,481.69,60.74,359.25,1.67,2.21,20.1,High
Nagaland,Dimapur,Dimapur_Village_16,High Risk,Moderate,High Risk,29.0,6.41,3.51,8.36,3.82,12.86,19.4,484,0.065,0.04,33,Poor,15.5,196.2,Agricultural,Poor,1523,827.27,189.37,48.2,0.54,4.02,18.5,High Risk
Nagaland,Dimapur,Dimapur_Village_17,High,High Risk,Low,11.8,8.3,9.02,7.31,2.28,14.16,31.58,123,0.042,0.029,32,Good,29.2,368.3,Rural,Moderate,821,906.04,212.82,354.4,1.01,4.43,9.7,High Risk
Nagaland,Dimapur,Dimapur_Village_18,High,Very Low,Very Low,20.9,8.25,6.81,7.27,0.12,16.11,2.07,312,0.002,0.048,33,Moderate,5.4,661.8,Rural,Poor,1757,485.58,112.31,52.33,1.18,2.4,28.1,High
Nagaland,Dimapur,Dimapur_Village_19,High,Low,High,30.4,8.37,3.83,6.33,2.96,13.61,42.74,347,0.091,0.018,50,Moderate,0.5,902.0,Industrial,Moderate,2635,1155.45,94.77,185.67,2.15,3.05,33.3,High Risk
Nagaland,Dimapur,Dimapur_Village_20,Low,Low,High,30.1,6.06,8.59,7.7,1.06,8.36,3.91,328,0.088,0.011,29,Poor,11.1,781.3,Industrial,Moderate,3484,249.61,58.23,124.74,2.67,2.31,19.8,High Risk
Nagaland,Kiphire,Kiphire_Village_1,High,Moderate,Low,28.5,7.53,3.78,6.32,1.57,7.98,41.13,470,0.054,0.028,76,Good,0.3,378.7,Industrial,Good,461,473.3,158.3,230.82,2.11,3.62,34.3,High Risk
Nagaland,Kiphire,Kiphire_Village_2,Moderate,High Risk,Moderate,10.2,6.43,2.43,2.95,5.27,18.83,10.39,458,0.013,0.018,54,Poor,17.4,863.0,Rural,Good,2900,625.54,221.23,124.48,1.62,1.75,32.8,High Risk
Nagaland,Kiphire,Kiphire_Village_3,High,Moderate,High,16.3,6.02,8.84,4.35,5.87,13.14,34.47,329,0.05,0.038,81,Good,8.8,530.5,Industrial,Poor,2490,1372.47,108.23,298.11,2.61,1.9,32.9,High Risk
Nagaland,Kiphire,Kiphire_Village_4,Very Low,High Risk,Low,19.7,7.61,1.8,8.63,5.56,7.93,10.75,245,0.082,0.048,100,Moderate,27.3,737.2,Rural,Good,1017,764.22,220.07,211.49,0.81,2.97,26.5,High
