State,District,Village,Population,Pin_Code,Leptospirosis,Norovirus,Legionnaires_Disease,Dysentery_Bacillary,Typhoid_Fever,Rotavirus,Cholera,Giardiasis,Dysentery_Amoebic,Hepatitis_E,Hepatitis_A,Schistosomiasis,Cryptosporidiosis,Acute_Diarrhoeal_Disease,Poliomyelitis,E_coli_Diarrhea,Total_Patients
Assam,Hojai,Hojai_Village_4,5855,550797,0,11,0,11,8,16,3,7,9,3,1,0,4,30,0,13,116
Manipur,Ukhrul,Ukhrul_Village_12,5627,693343,2,18,0,6,5,15,6,6,6,1,2,1,1,28,0,7,104
Assam,Bokajan,Bokajan_Village_15,5418,270395,2,10,1,7,7,12,6,6,0,1,1,0,5,32,0,10,100
Arunachal Pradesh,Itanagar Capital Complex,Itanagar Capital Complex_Village_5,2641,378535,3,5,0,2,4,8,2,5,4,1,3,0,0,20,0,5,62
Sikkim,Pakyong,Pakyong_Village_9,6076,953568,4,12,0,9,5,15,6,5,6,2,2,0,1,27,0,17,111
Mizoram,Serchhip,Serchhip_Village_17,6692,638401,5,8,0,11,6,14,2,8,9,0,3,0,5,49,0,11,131
Mizoram,Saiha,Saiha_Village_19,3561,655550,2,4,0,5,3,10,3,4,2,1,0,0,1,12,0,7,54
Manipur,Kangpokpi,Kangpokpi_Village_5,6466,570325,2,22,0,12,6,16,1,6,12,1,1,0,2,26,0,9,116
Assam,Kamrup Metropolitan,Kamrup Metropolitan_Village_15,9566,783501,6,14,0,16,11,26,8,8,14,0,0,0,7,51,0,19,180
Assam,Hojai,Hojai_Village_9,3812,514463,2,3,0,7,3,9,3,5,2,2,2,0,5,21,0,12,76
Sikkim,North Sikkim,North Sikkim_Village_13,5473,628597,1,3,1,8,5,16,3,3,6,1,0,0,5,29,0,8,89
Meghalaya,South West Khasi Hills,South West Khasi Hills_Village_4,9372,547080,8,21,1,14,11,13,6,9,12,6,3,1,5,34,0,23,167
Nagaland,Shamator,Shamator_Village_12,1662,297064,0,3,0,3,2,4,1,1,1,1,1,0,0,10,0,5,32
Nagaland,Phek,Phek_Village_17,6802,250840,6,18,1,5,11,10,9,12,9,4,1,0,2,34,1,13,136
Nagaland,Noklak,Noklak_Village_20,7979,700534,2,9,1,20,9,12,7,10,13,1,3,0,4,43,0,21,155
Assam,Charaideo,Charaideo_Village_13,3315,751051,2,2,1,2,3,15,5,2,6,0,0,0,0,20,2,6,66
Arunachal Pradesh,Upper Subansiri,Upper Subansiri_Village_13,4233,707040,2,4,2,9,2,12,7,2,5,2,1,0,1,19,0,9,77
Arunachal Pradesh,West Kameng,West Kameng_Village_19,6265,472528,1,13,1,11,9,14,6,4,7,1,0,0,0,23,0,13,103
Sikkim,East Sikkim,East Sikkim_Village_3,1642,998198,0,5,0,4,0,3,0,0,4,1,0,0,0,12,0,8,37
Assam,Dhemaji,Dhemaji_Village_14,7650,196126,5,7,1,19,8,14,9,11,14,0,5,0,5,44,0,17,159
Arunachal Pradesh,Papum Pare,Papum Pare_Village_11,5510,612340,0,14,2,13,5,15,3,5,5,0,2,0,5,28,0,11,108
Assam,Bokajan,Bokajan_Village_6,8541,520884,5,23,1,12,7,18,7,20,11,1,3,1,5,32,0,14,160
Nagaland,Tseminyu,Tseminyu_Village_3,674,282176,0,2,0,2,1,2,0,1,2,0,0,1,1,3,0,1,16
Mizoram,Hnahthial,Hnahthial_Village_8,5829,956800,2,11,0,9,5,9,8,4,4,1,1,1,2,28,0,7,92
Assam,Udalguri,Udalguri_Village_16,7402,535810,6,11,0,15,9,19,6,5,10,1,7,0,2,34,0,19,144
Manipur,Jiribam,Jiribam_Village_5,5501,360096,2,7,0,3,5,9,5,7,1,2,1,0,2,28,0,18,90
Arunachal Pradesh,East Siang,East Siang_Village_17,2642,672092,2,4,0,3,1,11,2,6,2,1,0,0,0,9,0,5,46
Arunachal Pradesh,Itanagar Capital Complex,Itanagar Capital Complex_Village_11,7879,822131,2,18,0,10,10,25,8,7,7,1,2,0,5,46,0,20,161
Meghalaya,South West Khasi Hills,South West Khasi Hills_Village_1,4196,641058,3,8,2,10,5,16,7,6,1,1,1,0,2,16,0,7,85
Arunachal Pradesh,Kamle,Kamle_Village_20,4024,377405,0,11,0,4,4,8,2,3,10,0,0,0,2,25,0,13,82
Nagaland,Niuland,Niuland_Village_10,8243,261050,5,15,1,11,13,15,5,10,9,5,3,0,5,46,0,21,164
Mizoram,Khawzawl,Khawzawl_Village_17,5142,315425,3,13,0,7,8,14,4,3,9,2,2,0,1,32,0,7,105
Manipur,Kangpokpi,Kangpokpi_Village_9,5897,224395,3,16,0,10,4,18,5,6,7,0,3,0,6,14,0,4,96
Manipur,Thoubal,Thoubal_Village_20,7720,692447,6,15,0,13,13,18,7,7,19,1,2,1,6,27,0,11,146
Tripura,Khowai,Khowai_Village_2,4276,337256,1,10,0,6,6,12,8,2,4,0,3,0,4,25,0,14,95
Nagaland,Kohima,Kohima_Village_17,5501,162448,3,10,0,3,4,12,1,6,5,0,2,1,2,25,0,11,85
Meghalaya,East Garo Hills,East Garo Hills_Village_1,739,288066,0,2,0,0,0,0,1,1,4,0,1,0,1,4,1,2,17
Assam,Bokajan,Bokajan_Village_18,5711,631958,4,14,0,8,7,16,1,7,14,2,1,0,3,24,0,18,119
Manipur,Noney,Noney_Village_17,9638,434394,8,16,0,9,6,27,2,2,14,1,4,0,6,36,0,20,151
Nagaland,Peren,Peren_Village_5,9558,641922,3,22,1,17,13,22,7,13,10,1,2,1,3,50,0,20,185
Meghalaya,West Khasi Hills,West Khasi Hills_Village_17,2085,123682,0,3,0,3,0,4,2,2,1,0,2,0,1,11,0,4,33
Assam,Tamulpur,Tamulpur_Village_18,7578,901535,3,14,2,8,5,30,10,10,12,1,2,1,2,38,0,11,149
Meghalaya,East Garo Hills,East Garo Hills_Village_3,3594,715551,0,11,0,3,3,6,5,9,6,3,2,0,4,30,0,7,89
Assam,Kokrajhar,Kokrajhar_Village_14,7764,906814,4,13,1,13,11,17,7,8,11,2,1,0,3,43,0,18,152
Assam,Dibrugarh,Dibrugarh_Village_11,1968,614084,0,7,1,3,2,3,0,2,3,0,0,0,1,10,0,4,36
Arunachal Pradesh,Siang,Siang_Village_15,4265,379766,2,5,1,10,4,13,3,5,5,0,0,0,1,17,0,10,76
Assam,Dhubri,Dhubri_Village_13,4098,717457,2,6,0,12,2,10,0,2,8,0,1,1,3,30,0,8,85
Sikkim,Soreng,Soreng_Village_13,2331,268746,3,8,0,2,0,2,1,3,3,0,1,0,1,14,0,4,42
Assam,Udalguri,Udalguri_Village_17,8133,587002,2,17,0,19,9,18,11,10,8,0,0,1,5,38,0,18,156
Nagaland,Shamator,Shamator_Village_11,7028,734366,2,17,3,13,8,16,5,7,12,1,0,0,5,43,0,14,146
Assam,Bokajan,Bokajan_Village_10,5656,943019,2,16,0,6,3,20,6,6,9,1,3,0,2,27,0,11,112
Assam,Sivasagar,Sivasagar_Village_6,2821,132653,2,6,1,5,4,3,1,2,3,1,2,0,1,17,0,11,59
Assam,Sivasagar,Sivasagar_Village_3,1139,178686,0,3,0,2,0,6,2,2,0,0,1,1,1,2,0,2,22
Assam,West Karbi Anglong,West Karbi Anglong_Village_8,4261,247720,6,12,1,3,2,7,2,7,9,1,2,0,2,22,0,6,82
Manipur,Tengnoupal,Tengnoupal_Village_13,1417,957730,1,2,0,1,0,4,2,1,1,0,0,0,0,4,0,1,17
Nagaland,Niuland,Niuland_Village_6,4812,411847,4,6,0,12,5,15,1,6,3,2,1,0,1,30,0,5,91
Assam,Kamrup Metropolitan,Kamrup Metropolitan_Village_5,8512,177794,4,15,0,9,13,22,6,6,5,1,0,0,5,36,0,16,138
Arunachal Pradesh,Lower Subansiri,Lower Subansiri_Village_4,9216,202664,3,18,1,17,7,19,9,14,11,0,2,0,4,52,0,13,170
Sikkim,South Sikkim,South Sikkim_Village_12,5971,689593,5,16,0,15,9,17,6,6,5,1,2,0,2,25,0,15,124
Assam,Jorhat,Jorhat_Village_11,541,440544,0,1,0,0,1,3,0,1,0,0,0,0,1,2,0,0,9
Assam,Dhemaji,Dhemaji_Village_18,5664,355400,1,8,2,11,3,13,1,9,7,1,2,0,4,29,0,9,100
Tripura,West Tripura,West Tripura_Village_9,1094,112210,1,2,0,2,1,1,2,1,0,1,1,0,0,2,0,1,15
Arunachal Pradesh,Lower Siang,Lower Siang_Village_5,7266,173372,4,12,2,13,6,19,7,4,9,1,2,0,1,40,0,19,139
Arunachal Pradesh,Pakke-Kessang,Pakke-Kessang_Village_16,8997,887352,2,28,1,12,8,20,10,11,10,0,5,1,4,44,0,14,170
Arunachal Pradesh,Anjaw,Anjaw_Village_16,6271,172306,2,9,1,5,9,15,6,3,8,1,0,0,5,30,0,8,102
Nagaland,Phek,Phek_Village_8,1841,210766,0,3,1,2,2,6,0,2,1,0,1,0,2,8,0,6,34
Tripura,South Tripura,South Tripura_Village_13,4595,868677,1,6,0,6,5,5,5,7,7,0,0,1,7,26,0,15,91
Arunachal Pradesh,Anjaw,Anjaw_Village_17,8489,778998,8,27,2,18,8,18,2,9,7,0,1,1,6,42,0,14,163
Manipur,Kamjong,Kamjong_Village_6,1111,575458,0,4,0,2,2,8,2,1,2,0,1,0,0,6,1,1,30
Nagaland,Noklak,Noklak_Village_8,7404,587648,1,13,3,5,9,19,8,13,11,2,3,0,4,38,0,10,139
Mizoram,Lunglei,Lunglei_Village_4,4447,275073,1,13,0,6,2,18,5,7,5,0,3,0,1,18,0,16,95
Assam,Biswanath,Biswanath_Village_16,7413,204555,1,6,2,12,9,20,6,6,10,1,2,1,5,26,1,21,129
Nagaland,Mokokchung,Mokokchung_Village_10,1653,961574,2,3,0,1,2,9,5,3,1,1,1,0,1,6,0,4,39
Manipur,Imphal East,Imphal East_Village_17,811,283568,0,1,0,1,0,0,0,0,1,1,0,0,0,5,0,2,11
Mizoram,Hnahthial,Hnahthial_Village_2,3696,599968,2,7,0,14,7,8,2,3,7,0,0,0,6,20,0,10,86
Assam,Kamrup,Kamrup_Village_13,1434,285751,1,4,0,2,2,6,0,3,1,0,1,0,3,6,0,1,30
Meghalaya,East Garo Hills,East Garo Hills_Village_9,6575,809922,3,15,2,13,4,9,2,7,16,0,4,1,5,36,0,17,134
Arunachal Pradesh,West Kameng,West Kameng_Village_17,7628,766563,4,19,2,8,10,21,3,11,10,1,3,0,5,41,0,8,146
Tripura,North Tripura,North Tripura_Village_3,4390,908713,4,8,0,12,5,8,7,6,6,2,0,0,3,20,0,8,89
Nagaland,Niuland,Niuland_Village_4,9278,857111,4,24,2,20,16,21,11,8,11,1,4,1,4,57,0,22,206
Sikkim,Pakyong,Pakyong_Village_2,1127,309612,4,2,1,0,1,5,0,1,2,0,0,0,0,5,0,2,23
Assam,Lakhimpur,Lakhimpur_Village_18,3878,129556,1,7,1,5,3,8,4,4,4,3,0,0,3,21,0,6,70
Meghalaya,West Garo Hills,West Garo Hills_Village_12,2727,875584,4,7,0,2,2,5,2,4,1,0,1,0,1,17,0,8,54
Assam,Tinsukia,Tinsukia_Village_3,9830,290802,5,25,0,20,9,28,12,10,9,5,0,1,6,38,0,16,184
Mizoram,Lawngtlai,Lawngtlai_Village_13,4109,160718,3,4,0,5,1,6,1,3,6,3,2,0,3,26,0,7,70
Assam,Chirang,Chirang_Village_16,1679,929090,0,5,0,1,1,5,1,1,3,0,0,0,0,6,0,6,29
Assam,Dhubri,Dhubri_Village_9,4306,937302,2,8,0,6,9,7,4,7,5,1,0,0,3,17,0,11,80
Arunachal Pradesh,Lohit,Lohit_Village_13,1619,392477,5,1,0,1,0,3,5,1,2,1,0,0,1,12,0,1,33
Manipur,Thoubal,Thoubal_Village_17,6007,380310,4,10,0,6,3,14,2,10,6,0,0,0,5,28,0,5,93
Meghalaya,East Khasi Hills,East Khasi Hills_Village_10,6747,889245,0,13,0,18,10,19,1,7,5,0,1,0,3,26,0,12,115
Assam,Hojai,Hojai_Village_6,9917,610271,4,19,2,13,9,26,3,15,11,0,6,1,6,48,0,17,180
Assam,Bongaigaon,Bongaigaon_Village_17,953,440131,1,1,0,3,0,2,1,0,1,0,1,0,0,4,0,0,14
Arunachal Pradesh,Kurung Kumey,Kurung Kumey_Village_15,3970,717024,2,11,1,5,4,9,2,3,7,0,1,0,0,19,0,9,73
Arunachal Pradesh,Lohit,Lohit_Village_18,5525,290672,3,15,0,12,7,8,4,11,3,1,1,0,2,37,0,7,111
Meghalaya,South West Garo Hills,South West Garo Hills_Village_6,9212,128223,5,10,1,9,11,8,11,12,7,1,1,1,7,44,0,12,140
Sikkim,South Sikkim,South Sikkim_Village_10,5481,844858,2,15,2,7,7,16,3,8,7,1,1,0,6,22,0,15,112
Arunachal Pradesh,Papum Pare,Papum Pare_Village_10,8889,100599,3,18,2,18,9,29,8,6,10,4,2,0,1,50,0,19,179
Nagaland,Longleng,Longleng_Village_3,1388,491738,1,4,1,3,1,3,2,1,2,0,0,0,0,4,0,4,26
Assam,Dibrugarh,Dibrugarh_Village_14,2630,168872,1,3,0,4,4,6,2,3,2,1,0,1,0,10,0,7,44
Meghalaya,South West Garo Hills,South West Garo Hills_Village_11,6903,805668,3,11,3,10,8,13,5,5,9,3,1,0,2,46,1,13,133
Arunachal Pradesh,Tawang,Tawang_Village_12,9128,539898,5,22,0,6,10,19,7,5,16,3,4,0,6,35,0,13,151
Arunachal Pradesh,Lepa Rada,Lepa Rada_Village_5,7438,563638,5,6,0,14,7,22,7,5,12,0,2,0,3,44,0,19,146
Assam,Sivasagar,Sivasagar_Village_7,2539,989894,3,7,1,4,0,4,6,5,3,1,1,0,2,12,0,4,53
Assam,Tamulpur,Tamulpur_Village_12,941,520040,1,0,0,0,0,1,0,0,0,0,0,0,1,8,0,4,15
Manipur,Senapati,Senapati_Village_1,8883,240606,5,16,1,15,7,16,4,6,7,1,4,1,3,40,0,14,140
Tripura,South Tripura,South Tripura_Village_15,5815,291752,5,14,0,9,8,14,10,5,6,0,2,0,4,27,0,13,117
Sikkim,Soreng,Soreng_Village_4,3418,913848,0,8,2,6,2,10,3,1,4,1,0,0,1,16,0,7,61
Tripura,Gomati,Gomati_Village_12,7235,522988,3,10,2,12,5,23,2,4,10,2,2,1,3,41,0,16,136
Meghalaya,West Garo Hills,West Garo Hills_Village_9,1404,186023,1,6,1,2,0,4,1,1,0,0,0,0,0,8,0,3,27
Nagaland,Shamator,Shamator_Village_15,8137,896386,2,22,2,17,4,18,9,11,10,2,4,0,9,46,0,15,171
Meghalaya,South West Khasi Hills,South West Khasi Hills_Village_8,7280,514798,3,19,2,12,5,22,11,6,10,1,1,0,3,38,0,15,148
Assam,Jorhat,Jorhat_Village_12,3015,940247,1,0,0,2,2,8,4,4,4,0,1,0,0,15,0,11,52
Assam,Kamrup Metropolitan,Kamrup Metropolitan_Village_16,3284,437145,1,5,0,4,4,11,1,2,3,0,3,0,1,18,1,7,61
Arunachal Pradesh,Kamle,Kamle_Village_17,3992,402099,1,3,0,5,3,14,2,2,6,0,1,0,0,18,0,4,59
Mizoram,Aizawl,Aizawl_Village_3,6986,493396,3,11,0,13,8,24,6,12,11,2,1,0,2,24,0,17,134
Arunachal Pradesh,Changlang,Changlang_Village_16,7833,535970,6,13,0,10,8,12,3,7,12,0,2,2,6,37,0,15,133
Arunachal Pradesh,Itanagar Capital Complex,Itanagar Capital Complex_Village_16,1517,727086,1,3,0,2,1,3,2,4,0,0,1,0,2,14,0,2,35
Manipur,Kakching,Kakching_Village_9,4254,813390,2,8,2,6,3,9,6,3,7,1,0,0,1,18,0,10,76
Assam,Morigaon,Morigaon_Village_16,466,474440,1,0,1,0,0,0,1,1,0,0,0,0,0,3,0,2,9
Tripura,Unakoti,Unakoti_Village_1,7109,780364,2,21,0,7,6,17,10,5,15,1,1,0,5,35,0,16,141
Mizoram,Aizawl,Aizawl_Village_2,4602,758309,0,15,2,3,5,14,5,7,6,0,2,0,2,22,0,4,87
Mizoram,Aizawl,Aizawl_Village_6,8647,886224,5,14,1,12,11,23,8,6,8,4,1,0,1,40,0,18,152
Nagaland,Kohima,Kohima_Village_11,3784,120896,2,3,0,2,1,11,3,2,6,1,1,0,1,17,0,6,56
Arunachal Pradesh,Tirap,Tirap_Village_17,9446,795205,4,18,1,10,7,22,4,5,7,2,2,2,5,46,0,20,155
Tripura,West Tripura,West Tripura_Village_16,4757,152796,2,11,1,6,7,8,4,2,4,1,2,0,3,25,0,9,85
Manipur,Imphal West,Imphal West_Village_13,7718,779776,2,10,0,12,10,13,11,6,13,2,4,0,1,42,0,14,140
Meghalaya,South West Garo Hills,South West Garo Hills_Village_16,7132,927406,2,26,1,18,9,17,9,3,8,3,3,0,2,33,0,15,149
Assam,Baksa,Baksa_Village_11,1045,313446,1,1,0,1,0,0,1,3,0,0,0,0,1,5,0,0,13
Manipur,Bishnupur,Bishnupur_Village_8,7975,378428,3,22,1,13,5,19,5,6,12,1,4,0,3,37,0,13,144
Tripura,Dhalai,Dhalai_Village_4,5628,489737,1,11,1,8,5,14,3,11,6,1,0,0,1,33,0,12,107
Assam,Kokrajhar,Kokrajhar_Village_18,2855,956572,1,7,0,4,5,10,1,3,7,0,2,0,0,15,0,8,63
Meghalaya,East Jaintia Hills,East Jaintia Hills_Village_14,4743,787757,2,5,1,21,6,8,5,6,7,0,0,0,1,30,0,12,104
Nagaland,Niuland,Niuland_Village_2,5624,315535,1,13,0,4,3,14,4,6,5,1,1,0,7,26,0,11,96
Assam,Morigaon,Morigaon_Village_9,8818,670511,3,15,1,12,7,24,11,10,7,1,2,0,6,56,0,26,181
Assam,Sonitpur,Sonitpur_Village_13,3028,848022,0,5,0,7,7,10,3,2,2,0,3,0,3,11,0,4,57
Sikkim,North Sikkim,North Sikkim_Village_15,4267,386886,1,7,1,8,3,9,1,3,7,0,1,0,1,17,0,11,70
Assam,Majuli,Majuli_Village_17,2016,977330,2,2,0,3,3,4,2,3,3,0,1,0,0,9,0,2,34
Meghalaya,West Khasi Hills,West Khasi Hills_Village_20,2892,876459,2,3,0,3,3,8,3,6,0,1,0,0,3,9,0,5,46
Arunachal Pradesh,Lower Subansiri,Lower Subansiri_Village_14,4545,922157,0,11,0,9,8,11,4,5,4,2,0,1,2,20,0,6,83
Assam,Biswanath,Biswanath_Village_1,8135,461888,4,11,1,16,9,19,3,9,12,0,4,0,7,36,0,13,144
Manipur,Tamenglong,Tamenglong_Village_11,6273,428122,3,13,0,6,6,20,6,4,12,1,2,3,2,28,0,12,118
Assam,Dhemaji,Dhemaji_Village_4,6886,393328,2,14,0,7,6,15,6,7,7,0,2,0,7,37,0,15,125
Assam,Bokajan,Bokajan_Village_13,8646,246570,5,19,0,18,15,16,3,9,7,1,2,1,4,42,0,15,157
Assam,Kamrup Metropolitan,Kamrup Metropolitan_Village_17,7992,625721,2,10,0,9,6,14,4,9,8,4,2,0,1,42,0,18,129
Arunachal Pradesh,Kamle,Kamle_Village_8,3604,755900,1,13,1,7,5,7,2,4,6,0,1,0,2,16,0,11,76
Assam,Baksa,Baksa_Village_20,9248,527809,6,16,0,9,13,24,4,5,12,1,2,1,2,49,0,25,169
Assam,Udalguri,Udalguri_Village_2,5731,983456,3,14,0,6,6,16,3,3,10,1,0,0,3,32,0,14,111
Assam,South Salmara-Mankachar,South Salmara-Mankachar_Village_20,8676,461249,6,19,0,16,6,23,4,10,11,1,2,1,3,46,0,19,167
Arunachal Pradesh,Itanagar Capital Complex,Itanagar Capital Complex_Village_13,6794,385470,1,13,1,12,4,15,9,7,7,2,1,1,3,36,0,16,128
Assam,Cachar,Cachar_Village_14,1410,563187,3,2,0,2,1,3,1,0,0,0,0,0,0,8,0,4,24
Nagaland,Tseminyu,Tseminyu_Village_2,8789,696296,2,18,1,5,11,26,6,5,10,1,2,0,4,46,0,15,152
Meghalaya,West Khasi Hills,West Khasi Hills_Village_5,5040,536181,0,13,1,9,7,13,2,7,4,2,2,0,5,32,0,9,106
Assam,Morigaon,Morigaon_Village_13,7902,145649,2,20,1,17,8,17,5,10,10,0,3,2,3,48,0,9,155
Mizoram,Mamit,Mamit_Village_12,1476,699298,0,1,0,2,0,6,1,2,3,0,0,0,0,8,0,1,24
Assam,Udalguri,Udalguri_Village_11,5149,606404,6,10,0,7,5,16,2,9,5,0,0,0,2,29,0,6,97
Tripura,South Tripura,South Tripura_Village_18,4653,976303,2,10,2,9,3,13,1,5,11,1,0,1,2,29,0,6,95
Arunachal Pradesh,Kurung Kumey,Kurung Kumey_Village_17,1363,842225,0,3,0,2,2,4,0,1,2,2,0,0,0,6,0,2,24
Assam,Dibrugarh,Dibrugarh_Village_1,6131,638169,9,6,0,11,3,16,5,12,4,1,1,0,1,23,0,9,101
Tripura,Sepahijala,Sepahijala_Village_1,2067,922880,1,2,0,2,1,3,3,1,1,0,1,0,3,16,0,2,36
Mizoram,Saitual,Saitual_Village_15,5361,939717,0,8,0,7,12,10,8,6,1,1,1,0,5,28,0,11,98
Assam,Sonitpur,Sonitpur_Village_2,2058,127172,0,4,0,4,4,5,1,1,3,0,1,0,2,10,0,4,39
Mizoram,Champhai,Champhai_Village_11,2361,781571,1,8,0,4,2,7,1,1,2,0,1,0,2,10,0,2,41
Assam,Hojai,Hojai_Village_11,3549,416061,2,8,0,3,3,10,4,2,4,0,1,0,3,22,0,7,69
Arunachal Pradesh,Kurung Kumey,Kurung Kumey_Village_20,5613,174299,6,13,0,8,5,12,2,5,5,2,2,0,1,33,0,11,105
Assam,Charaideo,Charaideo_Village_17,845,423939,0,0,1,1,3,1,0,0,1,0,1,0,1,1,1,1,12
Tripura,Khowai,Khowai_Village_13,2392,459381,1,3,0,7,2,6,1,1,0,1,0,0,3,10,1,3,39
Tripura,Dhalai,Dhalai_Village_14,5088,533174,6,11,0,9,4,13,2,3,0,1,0,1,3,26,0,10,89
Sikkim,South Sikkim,South Sikkim_Village_4,3635,754487,1,5,1,9,2,9,4,4,3,0,1,0,2,20,0,3,64
Assam,Cachar,Cachar_Village_16,5101,769975,1,9,0,8,6,13,2,6,7,2,0,1,1,38,0,13,107
Arunachal Pradesh,Longding,Longding_Village_10,5933,335113,1,10,0,3,6,19,2,6,13,1,1,0,4,33,0,13,112
Arunachal Pradesh,Lower Siang,Lower Siang_Village_9,5120,631756,0,11,2,9,5,11,3,4,11,0,4,0,3,17,0,14,94
Arunachal Pradesh,East Kameng,East Kameng_Village_7,9325,330283,8,17,0,9,13,14,3,10,3,1,0,3,8,45,0,14,148
Assam,Majuli,Majuli_Village_12,4920,349183,4,10,0,7,8,15,3,5,3,1,2,0,5,23,0,10,96
Assam,Kamrup,Kamrup_Village_17,9448,774225,2,27,1,12,17,28,5,2,14,1,0,1,6,41,0,21,178
Assam,Goalpara,Goalpara_Village_14,1694,972176,0,6,0,4,0,0,1,2,4,0,0,0,2,9,0,4,32
Assam,Bokajan,Bokajan_Village_20,8225,843167,4,19,1,11,7,19,4,11,13,3,1,0,5,33,0,13,144
Assam,Tinsukia,Tinsukia_Village_7,2707,418897,0,6,1,1,4,2,0,2,2,2,0,1,1,7,0,6,35
Arunachal Pradesh,Tawang,Tawang_Village_5,9135,191161,2,20,3,11,10,23,16,6,12,0,2,0,3,31,0,20,159
Meghalaya,South Garo Hills,South Garo Hills_Village_16,2474,381981,1,6,0,2,0,4,2,2,1,1,1,0,0,13,0,8,41
Assam,Sivasagar,Sivasagar_Village_18,2455,655178,2,6,0,5,3,7,2,2,3,2,1,1,0,14,1,6,55
Assam,Hojai,Hojai_Village_18,2316,498676,2,6,0,1,3,6,3,3,2,0,1,0,2,14,0,9,52
Assam,Darrang,Darrang_Village_2,6442,962367,5,13,0,11,9,13,7,6,11,1,0,0,5,34,0,16,131
Meghalaya,Ri Bhoi,Ri Bhoi_Village_16,6564,538555,2,11,0,8,6,12,8,5,6,1,3,0,3,29,0,16,110
Nagaland,Peren,Peren_Village_18,6558,683390,4,11,0,6,10,19,7,1,9,0,1,0,2,46,0,3,119
Assam,Udalguri,Udalguri_Village_9,696,622230,1,1,0,0,1,2,0,1,1,0,1,0,0,0,0,3,11
Assam,Barpeta,Barpeta_Village_15,8518,380150,3,17,2,12,12,21,9,13,15,2,3,0,3,57,0,16,185
Arunachal Pradesh,East Kameng,East Kameng_Village_11,5368,520651,4,9,1,11,5,11,4,11,10,2,0,1,4,32,1,11,117
Assam,Jorhat,Jorhat_Village_14,6128,192410,1,11,1,11,2,12,6,2,10,2,1,0,2,32,0,7,100
Mizoram,Serchhip,Serchhip_Village_3,2893,571404,2,4,0,3,4,6,1,0,2,0,2,0,2,18,0,12,56
Mizoram,Hnahthial,Hnahthial_Village_4,9926,337178,5,23,0,7,16,26,7,16,12,3,4,1,3,41,0,26,190
Assam,Hojai,Hojai_Village_14,4386,403507,2,11,0,9,2,13,4,5,4,1,2,0,2,20,0,8,83
Assam,South Salmara-Mankachar,South Salmara-Mankachar_Village_16,9619,177333,5,15,0,17,8,19,10,8,5,1,3,0,4,54,0,18,167
Assam,West Karbi Anglong,West Karbi Anglong_Village_7,4582,571435,2,8,2,6,8,13,4,7,5,1,1,0,3,28,0,11,99
Mizoram,Lunglei,Lunglei_Village_7,2134,908903,0,5,1,3,1,7,3,2,1,1,0,0,2,6,1,6,39
Assam,Lakhimpur,Lakhimpur_Village_12,7591,466566,2,13,0,12,4,17,4,8,16,0,3,0,4,28,0,20,131
Arunachal Pradesh,Anjaw,Anjaw_Village_20,8231,210665,2,28,1,9,8,26,5,12,14,3,3,0,1,31,0,17,160
Arunachal Pradesh,Tawang,Tawang_Village_20,5714,207175,1,14,0,11,6,16,3,5,14,3,1,2,2,33,0,15,126
Assam,Darrang,Darrang_Village_5,610,749641,0,0,0,1,1,0,0,2,0,0,0,0,0,1,0,1,6
Arunachal Pradesh,West Kameng,West Kameng_Village_16,6427,391476,1,10,1,8,8,16,3,5,8,2,1,0,5,28,0,14,110
Tripura,Unakoti,Unakoti_Village_20,9647,858931,6,22,0,13,8,18,2,6,8,0,3,1,4,45,0,19,155
Assam,Bajali,Bajali_Village_5,3070,593355,1,4,0,4,1,12,3,6,2,0,1,0,2,17,0,9,62
Assam,Karimganj,Karimganj_Village_1,9949,843266,7,18,1,10,8,31,12,11,18,5,1,2,6,45,0,24,199
Mizoram,Khawzawl,Khawzawl_Village_2,5953,857524,2,19,0,8,6,9,1,5,4,0,0,0,3,32,0,14,103
Mizoram,Lawngtlai,Lawngtlai_Village_11,1283,425236,0,4,0,0,2,8,1,1,1,0,1,0,3,8,0,2,31
Assam,Bajali,Bajali_Village_18,6761,953085,4,10,0,10,10,14,10,4,12,1,2,0,3,40,0,19,139
Meghalaya,Ri Bhoi,Ri Bhoi_Village_6,5966,986589,5,13,1,10,5,12,5,11,8,2,6,0,2,25,0,12,117
Sikkim,South Sikkim,South Sikkim_Village_3,3760,310647,2,9,1,4,4,12,2,3,4,3,0,0,1,24,0,8,77
Arunachal Pradesh,Upper Siang,Upper Siang_Village_6,1337,910891,0,1,0,4,2,3,0,1,1,1,1,0,1,5,0,1,21
Assam,Golaghat,Golaghat_Village_5,1042,401601,0,1,0,1,1,4,1,0,1,0,0,0,1,5,1,1,17
Manipur,Noney,Noney_Village_10,997,356622,0,2,0,1,0,3,0,2,0,0,0,1,0,9,0,4,22
Arunachal Pradesh,Lower Subansiri,Lower Subansiri_Village_15,7654,399105,6,15,0,12,6,11,9,9,11,2,2,0,1,29,0,17,130
Meghalaya,South West Khasi Hills,South West Khasi Hills_Village_7,3222,295440,1,10,0,5,5,6,1,3,2,0,1,0,0,15,0,7,56
Assam,Cachar,Cachar_Village_6,4145,621841,1,5,0,4,4,8,4,6,3,1,1,0,2,29,1,6,75
Sikkim,East Sikkim,East Sikkim_Village_14,7674,457411,2,17,1,9,10,18,5,12,9,1,4,0,5,33,0,24,150
